id,classification,categories,text
KA-01543,emergency,311-68,Fire Emergency. Call 911 to report a fire.
KA-01544,informational,311-33|311-58,Food or Medicine Recall. Learn about recalled food or medicine.
KA-01545,submittable,311-33,Foster Care Agency Complaint. Report a problem with a foster care agency.
KA-01546,informational,311-25|311-43,"Foster Child Assistance. Get help for a foster child with building a supportive network, leadership skills, and self-confidence."
KA-01548,emergency,311-48,Foul Odor from Unknown Source. Call 911 to report a smell that's coming from an unknown source.
KA-01549,informational,311-23,Funeral Financial Assistance. Request financial assistance for funeral expenses.
KA-01550,emergency,311-68,Gambling. Call 911 to report illegal gambling.
KA-01551,informational,311-104|311-68|311-103,Gang Resistance Education and Training (GREAT). Learn about a program designed to help reduce gang activity.
KA-01552,informational,311-44|311-43,Green Energy Training. Learn about training courses that teach how to make buildings more energy efficient.
KA-01553,informational,311-36,Green Thumb Garden Program. Learn about the City's gardening program.
KA-01554,informational,311-80|311-81,Greenstreets Program. Learn about the Greenstreets program.
KA-01555,informational,311-46|311-94,Grocery Store Sale Requirements. Learn about legal requirements and rights for grocery store owners and employees after the store is sold.
KA-01556,informational,311-66|311-68,"Guard Dog Registration. Register a trained guard dog or report loss, theft, or transfer of ownership."
KA-01557,emergency,311-68,Gunshot. Call 911 to report gunfire.
KA-01558,submittable,311-33|311-58,Gym or Health Spa Membership Complaint. Report a problem with a gym or health spa membership.
KA-01559,informational,311-56,"Hansen's Disease. Request testing and treatment for Hansen's Disease, also known as leprosy."
KA-01560,informational,311-94,HASA Broker Fee Assistance. Learn about the fee payment policy for brokers.
KA-01561,emergency,311-26|311-27|311-28|311-68,Hate Crime. Call 911 to report a hate crime.
KA-01562,submittable,311-94,Hazard Analysis Critical Control Point Plan. Learn whether your food establishment needs a Hazard Analysis Critical Control Point Plan and how to create one.
KA-01563,informational,311-25|311-102|311-40,"Head Start. Learn about Head Start, which provides activities and educational programs for children ages zero to five."
KA-01564,informational,311-58,Health Code Public Hearings. Learn about commenting on proposals to changes in the Health Code or attend public hearings.
KA-01565,informational,311-57|311-62|311-61|311-60,Healthy Homes. Learn about reducing health hazards at home.
KA-01566,submittable,311-21,"Homeless Shelter Resident Assistance. Get help for homeless people who is currently in the shelter system, including medical concerns."
KA-01568,submittable,311-33|311-68,Immigration Fraud. Report individuals or businesses that target and exploit immigrants through fraudulent schemes or scams.
KA-01569,informational,311-75|311-56,Immunization Record. Get a copy of an immunization record.
KA-01570,informational,311-28,Independent Living Centers. Learn about centers that offer services for people with disabilities.
KA-01571,submittable,311-44|311-76|311-98,Incarcerated Person Enrollment or Student Record. Request enrollment in school on Rikers Island or get copies of a former incarcerated person's student records.
KA-01572,submittable,311-33|311-62|311-61|311-60,Internet Service or Online Business Complaint. Report a problem with an online business or online service that wasn't delivered.
KA-01573,unclear,311-87|311-68,IRS Impersonation. Report someone impersonating an IRS employee.
KA-01574,informational,311-68,Juvenile Fire Setters Intervention. Learn about a program designed to identify at-risk children who have an unusual interest in fire.
KA-01576,emergency,311-68,Lewd Act. Call 911 to report a lewd act done in public or where others are forced to see it.
KA-01577,submittable,311-20|311-27,"LGBTQ Runaway and Homeless Youth Report. Request for the report by the Commission for Lesbian, Gay, Bisexual, Transgender and Questioning Youth."
KA-01578,informational,311-21|311-20|311-59|311-61,"HRA Rental Assistance Programs for Landlords. Get help with City rental assistance programs, including apartment registration, tenant disputes, and payment issues."
KA-01579,submittable,311-24|311-55,"Medicaid Complaint. Report an issue with Medicaid benefits, staff, or case management."
KA-01580,submittable,311-33|311-56,Medical Device Complaint. Report a problem with quality or danger of medical device or machine.
KA-01581,emergency,311-56|311-68,Medical Emergency. Call 911 to report any type of medical or health related emergency.
KA-01582,submittable,311-75|311-56|311-98,Medical Records for Currently or Formerly Incarcerated People. Get medical records for currently or formerly City jail incarcerated people.
KA-01583,informational,311-56|311-90,Medical Transportation for Medicaid Clients. Learn about transportation to medical appointments for people who have Medicaid.
KA-01584,informational,311-24|311-55|311-68,Medicare Fraud or Abuse. Report possible Medicare fraud.
KA-01585,informational,311-36,Metal Detector Permit. Apply for a permit to use a metal detector in specific parks and beaches in the City.
KA-01586,informational,311-69,Military Family Emergency Communication. Learn about communication to and from families of active military personnel.
KA-01587,submittable,311-95,Motion Picture Projectionist License. The City no longer requires a license to operate a motion picture projection machine.
KA-01589,informational,311-68,New York Police Department (NYPD). Learn about the New York Police Department.
KA-01590,informational,311-42|311-45,New York Police Department Youth Program. Learn about the Youth Police Academy.
KA-01591,emergency,311-12,"Noise from Large Party or Crowd. Call 911 to report a large, loud party that has potential for danger."
KA-01592,informational,311-94,New York City Tourism + Conventions Business Membership. Learn about the benefits of New York City Tourism + Conventions membership for businesses.
KA-01593,emergency,311-68,Offensive Sexual Material. Call 911 to report obscene sexual material displayed at a newsstand or other public location.
KA-01594,submittable,311-56|311-57,Opioid Overdose Prevention. Get information and referrals for preventing opiate overdose.
KA-01595,emergency,311-68,Organized Crime. Call 911 to report organized crime.
KA-01596,informational,311-23,Paycheck Plus Program. Learn about how to claim a bonus for filing your taxes if you participate in the Paycheck Plus program.
KA-01597,informational,311-62|311-67|311-58|311-61|311-60,Pesticide Application Without Notice. Report someone using a pesticide without warning occupants or neighbors in advance.
KA-01598,informational,311-95,Petting Zoo Permit. Apply for a permit to operate a petting zoo.
KA-01600,informational,311-57|311-67,Pigeon Droppings Health Effects. Learn about the potential health hazards of pigeon droppings and how to clean them up properly.
KA-01601,unclear,311-67,Pigeon Trapping or Netting. Report someone trapping pigeons without a permit.
KA-01602,submittable,311-68|311-94,Police Officer for Private Duty. Learn how to hire a police officer for private work.
KA-01603,emergency,311-68,Police Officer Impersonation. Call 911 to report someone impersonating a police officer.
KA-01605,unclear,311-56|311-69,Prescription Preparedness. Learn how to be prepared so you can get your medication during a disaster.
KA-01606,unclear,311-107,Press and Media Inquiries. Learn how to contact a City agency if you are a member of the press or media.
KA-01607,informational,311-100,Probation Restitution. Learn about the conditions and enforcement of a probationer's restitution.
KA-01608,informational,311-100,Probation Warrant Enforcement. Learn about warrants issued to probationers who don't appear in court to answer allegations that they have violated their probation.
KA-01609,emergency,311-68,Prostitution. Call 911 to report prostitution.
KA-01610,informational,311-61,Cash Assistance Rent Payment for Landlords. Learn about rent payments for landlords who rent to Cash Assistance clients.
KA-01611,submittable,311-23|311-68,"Cash Assistance, SNAP, or Medicaid Fraud. Report an individual or business committing welfare fraud."
KA-01613,emergency,311-107|311-108|311-68,"Public Official Threat. Call 911 to report someone threatening a public official, building, facility, or government employee."
KA-01614,informational,311-95,Radioactive Materials License. Apply for a license to use radioactive materials.
KA-01615,emergency,311-114|311-68,Reckless Driving. Call 911 to report reckless or dangerous driving in progress.
KA-01616,informational,311-60,Rent Security Deposits and Interest. Get help to recover a rent security deposit or interest.
KA-01617,informational,311-62|311-61|311-68,Residential Sprinkler System Test. Learn about sprinkler and standpipe system testing.
KA-01618,informational,311-89,Roosevelt Island Tramway. Learn about or report a problem with the Roosevelt Island Tramway.
KA-01619,submittable,311-21|311-20|311-59|311-27,Runaway or Homeless Youth Shelter and Support. Learn how young people can get shelter and services through Department of Youth and Community Development (DYCD). Submit a complaint or comment to DYCD.
KA-01620,unclear,311-57,Play Sure Kit. Get a case to carry items that can help you practice safe sex.
KA-01621,submittable,311-56|311-21|311-20|311-59|311-68,"Sexual Assault Victim Support. Request social services and emergency assistance for victims of rape, incest, and sexual assault."
KA-01623,informational,311-95,Small Animal Slaughterhouse License. Apply for a license to operate a small animal slaughterhouse.
KA-01624,submittable,311-64|311-68,"Social Club Safety Complaint. Report a problem with an obstructed or locked exit, overcrowding, lack of exits, or lack of alarms or sprinklers."
KA-01626,unclear,311-23|311-68,Social Security Fraud. Report Social Security fraud.
KA-01629,informational,311-94,Start an Adult Day Care. Learn how to start an adult day care program.
KA-01630,informational,311-94,Start an After School Program. Learn how to start and operate an after school program.
KA-01631,informational,311-39,Statue of Liberty. Learn about the Statue of Liberty.
KA-01632,emergency,311-114|311-68,Stolen Vehicle. Call 911 to report a stolen vehicle. You must be the owner of the vehicle to report it as stolen.
KA-01633,informational,311-81,Street Light Banner Permit. Apply for a permit required to hang a banner from a street light.
KA-01634,submittable,311-25|311-89,Subway Pass for Youth Organizations. Get free subway travel passes for non-profits and schools that provide youth services.
KA-01635,emergency,311-56|311-68,Suicide. Call 911 to report that someone is considering suicide or endangering themselves.
KA-01636,emergency,311-68,Suspicious Package. Call 911 to report a suspicious looking package.
KA-01637,emergency,311-114|311-68,Suspicious Vehicle. Call 911 to report a suspicious looking vehicle.
KA-01638,informational,311-57|311-36,Swimming Lesson. Learn about free swim programs at public pools.
KA-01641,unclear,311-33|311-68,Telemarketing Fraud. Report telemarketing fraud.
KA-01642,unclear,311-68,Terrorism. Report suspected terrorist activity.
KA-01643,emergency,311-68,Theft of Service. Call 911 to report someone using a service without paying for it.
KA-01644,unclear,311-56,Tourette Syndrome. Get health information and treatment referrals for adults and children with Tourette Syndrome.
KA-01645,informational,311-57,Toy Safety. Learn about toy safety and child injury prevention.
KA-01646,submittable,311-89,Transit Violation. Learn how to pay or dispute an MTA transit ticket.
KA-01647,unclear,311-94,Transitional Finance Authority Bond. Get information for general obligation bond investors.
KA-01648,unclear,311-62|311-61|311-68|311-60,Trauma Scene Cleanup. Learn how to clean up a trauma scene.
KA-01649,informational,311-39,United Nations General Assembly. Learn about the United Nations General Assembly.
KA-01650,informational,311-94,Volatile Organic Compound (VOC) Carpet Rules. Learn about rules for selling carpets with VOCs.
KA-01651,informational,311-24|311-55|311-31,Volunteer as a Medicare Counselor. Help other seniors learn about health insurance options.
KA-01652,informational,311-94,Volunteer Screening for Non-Profits. Learn about the Go Pass background check program for non-profits.
KA-01653,informational,311-45,WeCARE Services for Cash Assistance Clients. Get resources and services for Cash Assistance recipients with barriers to independence.
KA-01654,informational,311-95,Wholesale Foods Distributor License. Apply for a license to sell wholesale foods.
KA-01655,informational,311-95|311-67,"Wild Animal Exhibition Permit. Apply for a permit to exhibit exotic or wild animals for movies, commercial purposes, science, education, or display."
KA-01656,unclear,311-69,World Trade Center DNA Sample. Learn how family members of World Trade Center victims can provide DNA samples to help the City identify remains.
KA-01657,informational,311-42|311-103,"Adolescent Literacy Program. Learn about after school programs to improve reading, writing, and public speaking skills of 6th, 7th, and 8th graders."
KA-01658,submittable,311-56|311-57|311-27,Condoms and Safer Sex Products. Get free condoms and safer sex products or report an issue with NYC-brand condoms.
KA-01659,informational,311-56|311-27,HIV Prevention. Learn about medicines that can help prevent HIV.
KA-01660,unclear,311-56,"Emergency Contraception. Get Plan B, also known as the morning-after pill."
KA-01661,unclear,311-100,"Parole. Get parole information, report a parole violation, or make a complaint about a parole officer."
KA-01662,submittable,311-107,"City Agency or Worker Feedback. Give a complaint, compliment, or comment on the service provided by City Agencies and their employees."
KA-01663,informational,311-83|311-62|311-85|311-61|311-94,Taxpayer Advocate. Get help if you've been unable to resolve a tax or rent freeze issue with the Department of Finance through the normal process.
KA-01664,submittable,311-61|311-68|311-60,NYCHA Public Housing Section 8 Fraud. Report tenant or landlord fraud in public housing or the NYCHA Section 8 program.
KA-01665,informational,311-64|311-62|311-74|311-85|311-61,"Property Deed or Record. Search for or get copies of property ownership records, such as deeds and mortgages. Get copies of tax maps."
KA-01666,submittable,311-81,Highway Resurfacing Request. Report a segment of a New York City highway in need of paving.
KA-01667,submittable,311-81,Highway Fence Complaint. Report a problem with a fence on a highway.
KA-01669,submittable,311-12|311-81,"Manhole Cover Complaint. Report a missing, sunken, raised, damaged, noisy, or steaming manhole cover."
KA-01670,submittable,311-12|311-81,"Street Utility Hardware Complaint. Report a damaged, sunken, or noisy utility access cover on a street."
KA-01671,submittable,311-62|311-61|311-80,Sidewalk Repair Payment Plan. Request an agreement to pay in installments for sidewalk repairs made by the Department of Transportation.
KA-01672,submittable,311-51|311-81,"Litter on Highway. Report litter, debris, or garbage alongside or on the roadway of a highway."
KA-01673,submittable,311-51|311-80|311-81,Littering. Report a location that is the target of chronic littering.
KA-01674,informational,311-24|311-55,"Medicare. Learn about a health insurance program for seniors age 65 and over and people with disabilities. Get assistance with enrollment, coverage, and billing."
KA-01675,unclear,311-83|311-33|311-86|311-94,Sales Tax. Get information for consumers and businesses about sales tax.
KA-01676,unclear,311-87|311-68,"Tax Fraud. Report tax evasion or fraud involving sales, payroll, cigarette, or personal income sales tax."
KA-01677,informational,311-35,"Surrogate Court. Learn about the court that handles wills, estates, the property of people who have died, adoptions, and guardianships."
KA-01678,informational,311-35,"Family Court. Learn about Family Court, including locations and hours."
KA-01680,informational,311-62|311-85|311-61,Property Tax Bill Assistance. Get help with a property tax bill problem.
KA-01682,submittable,311-56|311-57|311-27,"988 Mental Health Support. Get free, confidential help with mental health or substance abuse issues, including crisis services and treatment referrals."
KA-01683,unclear,311-68,Gun Permit. Request or renew a firearms permit.
KA-01685,informational,311-31,Volunteer with Older Adults. Learn about volunteer opportunities with the Department for the Aging.
KA-01686,informational,311-31,"Volunteer with Young People. Help tutor, mentor, and coach young people."
KA-01687,informational,311-94|311-31,Volunteer Opportunities for Businesses. Learn about volunteer opportunities for businesses and their employees.
KA-01688,submittable,311-33,Business Complaint Against Another Business. Report a problem with a business only if you're a business.
KA-01689,informational,311-95,Car Repair Shop License. Apply for a car repair shop license.
KA-01690,submittable,311-33,"Cemetery Complaint. Report a problem with a cemetery, monument, or headstone."
KA-01692,submittable,311-43,Certificate of Residency. Get proof of residency for college students who are attending a two-year community college outside New York City.
KA-01693,unclear,311-64|311-109,City Map Change. Get an application for changes to the City map.
KA-01694,informational,311-95,Coffee Roaster Permit. Apply for a permit for the legal installation and operation of coffee roasters.
KA-01695,submittable,311-80|311-81,Con Edison Worksites. Submit questions about Con Edison worksites.
KA-01696,informational,311-63|311-95,Concrete Testing Laboratory License. Apply for a Concrete Testing Laboratory license.
KA-01697,informational,311-63,Construction Superintendent Registration. Register as a construction superintendent.
KA-01698,informational,311-95,Crematory Permit. Apply for a permit to operate a facility that cremates deceased bodies.
KA-01700,submittable,311-33,Dating Service Complaint. Report a problem with a dating service.
KA-01701,informational,311-62|311-61|311-60|311-47,Flood Zones. Learn about flood zone designations for specific properties.
KA-01702,unclear,311-25|311-22,"Food for Women, Infants, and Children (WIC). Get healthy food, including baby formula, through WIC for eligible pregnant women, mothers, and young children."
KA-01703,informational,311-95,Fruit and Vegetable License. Get a license to sell fresh or frozen fruit or vegetables.
KA-01704,submittable,311-95,Fuel Burning Equipment Permit. Get a required permit to install or rebuild fuel-burning equipment.
KA-01705,informational,311-64,Fuel Oil Tank Installation Permit. Get a permit to install a fuel oil tank.
KA-01706,informational,311-95,Games of Chance License. Learn about the games of chance license.
KA-01707,submittable,311-63,"General Contractor Registration. General contractors who build one-, two-, and three-family homes must register with the Department of Buildings (DOB) to obtain new building permits."
KA-01708,informational,311-95,Groundwater Discharge Permit. Apply for a permit required to discharge groundwater into the City's sewer system.
KA-01709,informational,311-94,"Grow a Small Business. Learn about FastTrac GrowthVenture, a program that helps business owners develop the skills needed to manage and grow their business."
KA-01711,informational,311-64,Hoisting and Rigging Permit. Apply for a permit for hoisting and rigging.
KA-01712,informational,311-63|311-95,Hoisting Machine Operator License. Apply for the license to operate a hoisting machine.
KA-01713,informational,311-95,Horse Racing License. Apply for required horse race licenses.
KA-01716,informational,311-70|311-26,Immigration or Naturalization Record. Get a record of immigration for the years between 1820 and 1982. Get a record of naturalization (citizenship) for the years between 1800 and 1959.
KA-01717,informational,311-95,Industrial Work or Air Pollution Control Equipment Permit or Certificate. Apply for a required permit for the legal installation or registration of air pollution control equipment.
KA-01718,informational,311-95,Industrial Waste Discharge Permit. Apply for a permit required to legally discharge industrial waste into public sewers.
KA-01719,submittable,311-33,Jeweler Complaint. Report a problem with a jeweler.
KA-01720,informational,311-45,Job Corps. Learn about the Federal Job Corps program.
KA-01721,submittable,311-45,"Job Placement and Training for NYCHA Residents. Request education, training, and job placement assistance if you're a NYCHA resident."
KA-01722,informational,311-64,Landmark Building Restoration Grant. Learn about funding to restore landmark buildings.
KA-01723,informational,311-64,Loft Law Application. Apply for a building to become an Interim Multiple Dwelling.
KA-01724,informational,311-64,Loft Law Enforcement. Learn about enforcement of the loft law.
KA-01725,informational,311-37|311-94,Made in New York Incentive Program. Learn about the Made in New York Incentive Program for film and television productions.
KA-01726,submittable,311-37|311-45,Made In New York Production Assistant Program. Get training for people who want to work full-time as a production assistant in New York City.
KA-01727,submittable,311-94,Material and Equipment Acceptance Application. Get an application for material and equipment acceptance.
KA-01729,informational,311-95,Motor Vehicle Inspection License. Apply for a license to inspect motor vehicles and related equipment.
KA-01730,informational,311-64,Municipal Water Finance Authority. Learn about the New York City Municipal Water Finance Authority.
KA-01731,informational,311-94,Neighborhood Challenge Innovation Grant. Learn about a competitive grant competition for New York City Community Based Development Organizations (CBDOs).
KA-01733,informational,311-38|311-36,"New York Mets. Learn about the New York Mets, including schedule and ticket information."
KA-01734,submittable,311-33,Department of State (DOS) Licensed Professional or Business Complaint. Report a problem with a New York State Department of State licensed professional or firm.
KA-01735,submittable,311-56|311-29,Nursing Home Complaint. Report a problem with a nursing home care.
KA-01736,informational,311-107|311-108|311-46,Oath of Office. Learn about filing an Oath of Office.
KA-01737,submittable,311-33,Oil Burning Equipment Installer Complaint. Report a problem with a licensed oil burning equipment installer.
KA-01738,submittable,311-33,Phone Card Complaint. Report a problem with a pre-paid phone card.
KA-01739,informational,311-63|311-95,Plumber License. Apply for a license to perform plumbing work.
KA-01740,informational,311-23,Pre-Qualified Certified Public Accountants. Get a list of CPAs who have been pre-qualified by the Comptroller's Office.
KA-01741,submittable,311-33|311-46,Prevailing Wage Complaint. Make a complaint to recover money if you were not paid the correct wages.
KA-01742,informational,311-63|311-95,Elevator or Escalator Inspection License. Apply for a license to be a private elevator inspection agency inspector or director.
KA-01743,informational,311-96,"APEX Accelerator. Get one-on-one assistance and training for people who are interested in local, state, and federal government contracts."
KA-01744,informational,311-96,Project Labor Agreement. Learn about government building and construction contracts that require contractors to follow certain hiring rules.
KA-01745,informational,311-45,Public Service Corps. Learn about internships for college and graduate students.
KA-01747,submittable,311-46,Unpaid Wage Recovery. Get help recovering money owed to you by an employer.
KA-01748,submittable,311-61,"Residential Building Owner Resources. Get financial and management advice, loan referrals, and other resources for residential building owners."
KA-01749,informational,311-94,"Retail and Restaurant Business Assistance. Get a one-on-one consultation to help open, operate, and expand a retail or restaurant business."
KA-01750,informational,311-63|311-95,Rigger License. Apply for a license to hoist materials and equipment.
KA-01751,informational,311-64,Rooftop Detention. Learn about rooftop systems that temporarily store and slowly drain rainwater off a building's rooftop.
KA-01752,informational,311-63|311-95,Sign Hanger License. Apply for a sign hanger license.
KA-01753,informational,311-63,"Site Safety Manager Certificate. Request a site safety manager certification, including insurance requirements and application procedures."
KA-01754,submittable,311-33,Site Safety Manager Complaint. Report a problem with a licensed construction site safety manager.
KA-01755,informational,311-94,Small Business Compliance Consultation. Request to get help complying with laws if you're a business.
KA-01756,informational,311-94,Small Business First. Learn about a program designed to reduce regulatory burdens on small businesses.
KA-01757,informational,311-95,Smelting Permit. Apply for a permit required for the installation of metal smelting machinery.
KA-01758,informational,311-95,Smoke Oven Permit. Apply for required permits for equipment used to make smoked food.
KA-01760,informational,311-43,State University of New York (SUNY). Learn about State University of New York (SUNY) colleges.
KA-01761,informational,311-63,Storefront Improvement Program. Learn about the Storefront Improvement Program for community groups that are pursuing storefront improvements in their commercial districts.
KA-01762,submittable,311-33,Sweepstakes Complaint. Report a problem with a sweepstakes.
KA-01763,informational,311-94|311-90,"Taxi Driver or Licensee Assistance. Help for taxi licensees, including owners, taxi drivers, and car service drivers."
KA-01764,unclear,311-90,Taxi Receipt Copy. Get a duplicate receipt for a yellow or green taxi ride.
KA-01765,informational,311-94,Trademarks and Patents. Learn about registering for trademarks and patents.
KA-01766,unclear,311-23,Unclaimed Funds. Learn if New York State owes you money.
KA-01767,informational,311-23|311-46,Unemployment Insurance. Learn about filing an unemployment insurance claim.
KA-01768,informational,311-64,Uniform Land Use Review Procedure Application. Learn about applications for the Uniform Land Use Review Procedure (ULURP).
KA-01769,informational,311-68,Coast Guard. Learn about the United States Coast Guard.
KA-01770,informational,311-45,Fellowship Programs. Learn about fellowship programs for recent college graduates.
KA-01771,informational,311-94|311-47,Wastewater Guidelines for Businesses. Learn about wastewater treatment rules for businesses.
KA-01772,informational,311-62|311-61,Water and Sewer Service Line Protection Program. Learn about American Water Resources (AWR) voluntary water and sewer service line protection program.
KA-01773,informational,311-62|311-61|311-60|311-47,Water Hardness. Learn about water hardness.
KA-01774,informational,311-33|311-68,Water Meter Inspector Check. Check that someone claiming to be a water meter inspector works for the Department of Environmental Protection (DEP).
KA-01775,unclear,311-62|311-61|311-60|311-47,"Water Saving Kit. Get items to help you conserve water at home including: low-flow showerheads, faucet aerators, toilet tank bank, and leak detector dye tablets."
KA-01776,unclear,311-47,Water Saving Tips. Learn how to conserve water.
KA-01777,submittable,311-33,Welder Complaint. Report a problem with a licensed welder.
KA-01778,informational,311-63|311-95,Welder License. Apply for a license to perform structural welding.
KA-01779,informational,311-94,Workers' Compensation for Businesses. Learn about workers' compensation resources for businesses.
KA-01780,submittable,311-46|311-68,Workers' Compensation Fraud. Report workers' compensation fraud.
KA-01781,informational,311-62|311-61|311-80,Snow Removal Resources for Community Organizations. Learn about resources and tools for community-based organizations interested in recruiting volunteers to assist their neighbors with snow removal.
KA-01782,informational,311-64,Boiler Inspection. Learn about the requirements for the Department of Building's (DOB) boiler inspections.
KA-01783,unclear,311-46|311-27|311-28|311-68|311-60,"Discrimination. Report discrimination in employment, housing, public accommodations, and by members of the public."
KA-01784,submittable,311-47,"Waterway Complaint. Report floating debris, oil, gasoline, sewage, or unusual color in a waterway."
KA-01785,submittable,311-109,Community Boards. Get locations and contact information for community boards.
KA-01786,informational,311-63|311-80,"Sidewalk Construction Permit. Apply for a permit to repair, install, or replace a sidewalk."
KA-01787,informational,311-50|311-94,"Waste Disposal for Businesses. Learn about trash, recycling, and organics rules for businesses, including any business operating in a residential building, and Commercial Waste Zones."
KA-01788,submittable,311-50,"Missed Trash, Recycling, or Compost Collection. Report waste that was not picked up on your collection day or at a scheduled appointment."
KA-01789,unclear,311-67|311-66,Injured or Sick Animal. Get help for an injured or sick animal.
KA-01790,informational,311-67,"Wild Animal. Get information about wildlife, including how to report wild animals or the removal of wildlife from a park."
KA-01792,submittable,311-50,"CFC and Freon Removal. Schedule an appointment for curbside disposal of appliances with chlorofluorocarbon gas, including refrigerators and air conditioners."
KA-01793,informational,311-62|311-67|311-61|311-60,"Bed Bug Prevention and Control. Learn about preventing and getting rid of bed bugs safely, including how to comply with a NYC Health Commissioner's Order."
KA-01794,informational,311-62|311-36|311-61|311-80,"Tree Pruning. Learn about tree pruning, request pruning of a City tree, or become a volunteer Citizen Pruner."
KA-01795,informational,311-64|311-62|311-29|311-28|311-85|311-61|311-30,"Property Tax Benefits for Homeowners. Learn about property tax exemptions, abatements, and credits for homeowners, including eligibility and types of benefit programs."
KA-01796,informational,311-45,Workforce1 Career Centers. Find a Workforce1 Career Center.
KA-01797,submittable,311-48|311-64|311-62|311-61|311-68|311-80|311-60,"Building Construction Complaint. Report building construction work in progress that is unsafe, done without a permit, after hours, or outside approved plans."
KA-01798,submittable,311-106|311-31,Donate to School Gardens. Make a financial or in-kind contribution to New York City public school garden initiatives.
KA-01800,submittable,311-50,"Wood Disposal. Learn how to get rid of treated wood debris, including lumber, particle board, plywood, and other wood composites."
KA-01801,submittable,311-50,"Trash, Recycling, and Compost Collection Schedule. Look up the trash, recycling, and compost collection days for a residential or non-profit address."
KA-01803,submittable,311-51|311-80,"Dirty Sidewalk. Report a sidewalk or gutter, including 18 inches into the street, that is not clean."
KA-01806,informational,311-63|311-95|311-47,Add Chemicals to Water Supply Permit. Apply for or renew a permit to add chemicals to a building's drinking water supply.
KA-01807,informational,311-95,Home Improvement Salesperson License. The City no longer requires a home improvement salesperson license.
KA-01808,informational,311-95,Home Improvement Contractor License. Apply for or renew a license to do construction or repair work at residences.
KA-01809,informational,311-95,Locksmith License. Apply for or renew a license to repair or install locks.
KA-01810,informational,311-95,Secondhand Dealer Auto License. Apply for or renew a license to buy and sell used cars.
KA-01811,informational,311-95,Bathing Beach Permit. Apply for or renew a permit to operate a bathing beach.
KA-01812,unclear,311-95,"Cabaret License. The City no longer requires a cabaret license for bars, clubs, taverns, and discos."
KA-01813,informational,311-95,Car Wash License. Apply for or renew a license to run a commercial car wash.
KA-01814,informational,311-95,Horse Drawn Cab License. Apply for or renew a license to own a horse drawn cab that is for hire to passengers.
KA-01815,informational,311-95,Catering Establishment License. The City no longer requires a license for places used to serve food or drinks for private events.
KA-01816,informational,311-95,Garage or Parking Lot License. Apply for or renew a license to store five or more vehicles for a fee.
KA-01817,informational,311-95,Prescription Formula Preparation Permit. Apply for or renew a permit to prepare prescription formula.
KA-01818,submittable,311-95,Temporary Street Fair Vendor Permit. Learn more about requirements for street vendors.
KA-01819,informational,311-95,Working Horse License. Apply for or renew a license for a working horse.
KA-01820,informational,311-95,Industrial Laundry Delivery License. Apply for or renew a license to transport laundry between commercial clients and industrial laundries.
KA-01822,informational,311-95,Therapeutic Radiation Equipment Permit. Apply for or renew a permit to operate a therapeutic medical linear accelerator (LINAC) or radiation therapy unit.
KA-01823,informational,311-95,"Pool, Sauna, Hot Tub, Steam Room, or Spray Ground Permit. Apply for or renew a permit to construct and operate a pool, sauna, hot tub, steam room, or spray ground."
KA-01824,informational,311-95,Radiation Equipment Permit. Apply for or renew a permit to install radiation equipment.
KA-01825,informational,311-95,Temporary Food Service Establishment Permit. Apply for a permit to serve food or drinks at a special event or street fair.
KA-01826,informational,311-95,Pet Grooming Permit. Apply for or renew a permit to groom pets.
KA-01827,informational,311-95,Pet Training Business Permit. Apply for or renew a permit to train pets.
KA-01828,informational,311-95,Newsstand License. Apply for or renew a license to sell newspapers and magazines from a stand on a public sidewalk.
KA-01829,informational,311-95,"Non-Retail Food Processing Establishment Permit. Apply for or renew a permit to process, prepare, store, or pack food not given or sold directly to customers."
KA-01830,informational,311-95,Food Cart Vendor Permit. Apply for or renew a permit to sell food from a pushcart or truck. Schedule a pre-permit inspection.
KA-01831,informational,311-95,Pet Kennel Permit. Apply for or renew a permit to provide pet boarding.
KA-01832,submittable,311-95,Pool or Billiard Room License. The City no longer requires a license to operate a pool or billiard room.
KA-01833,informational,311-95,General Vendor License. Apply for or renew a license to sell or lease goods or services in a public space that is not a store.
KA-01834,informational,311-95,Electronic Cigarette Retail Dealer License. Apply for or renew a license to sell electronic cigarettes.
KA-01835,unclear,311-95,Amusement Ride License or Permit. The City no longer requires a license for amusement devices.
KA-01837,informational,311-95,Booting Company License. Apply for or renew a license to put wheel locks on illegally parked cars.
KA-01838,informational,311-95,General Vendor Distributor License. Apply for or renew a license to drive goods to a public space so they can be sold to a general vendor.
KA-01839,informational,311-95,Horse Drawn Cab Driver License. Apply for or renew a license to drive a horse drawn cab that is for hire to passengers.
KA-01840,informational,311-95,"Tobacco Retail Dealer License. Apply for or renew a license to sell tobacco products, including cigarettes."
KA-01841,informational,311-95,Pawnbroker License. Apply for or renew a license to run a pawn shop.
KA-01843,unclear,311-95,"Special Sale License. The City no longer requires a license to hold a sale in connection with a stated purpose, such as a going-out-of-business sale."
KA-01844,submittable,311-95,Amusement Arcade License. The City no longer requires a license to operate an amusement arcade.
KA-01845,informational,311-95,"Scrap Metal Processor License. Apply for or renew a license to purchase, process, or ship scrap metal."
KA-01846,informational,311-95,Pathogens Permit. Apply for or renew a permit to have or grow living organisms that cause disease.
KA-01847,informational,311-95,Barber Shop Permit. Apply for or renew a permit to run a barber shop.
